Time (s),Bz (µT),Voltage (mV)
9.039999961853027,-34.27729034423828,-0.0036630036775022745
9.050000190734863,-34.27729034423828,-0.0035877616610378027
9.0600004196167,-33.81010818481445,-0.0034132497385144234
9.069999694824219,-33.867740631103516,-0.0033141460735350847
9.079999923706055,-34.13311004638672,-0.0033141460735350847
9.09000015258789,-34.36404037475586,-0.0033141460735350847
9.100000381469727,-35.02751159667969,-0.0033141460735350847
9.109999656677246,-34.83373260498047,-0.0033141460735350847
9.119999885559082,-35.14026641845703,-0.0033141460735350847
9.130000114440918,-35.565582275390625,-0.003162331646308303
9.140000343322754,-35.400718688964844,-0.0029652889352291822
9.149999618530273,-36.72766876220703,-0.002889215247705579
9.15999984741211,-36.8843994140625,-0.0028670167084783316
9.170000076293945,-36.889217376708984,-0.00288904900662601
9.180000305175781,-37.17707824707031,-0.0027908599004149437
9.1899995803833,-37.840553283691406,-0.0027144537307322025
9.199999809265137,-38.827728271484375,-0.002616430865600705
9.210000038146973,-39.70576858520508,-0.002616430865600705
9.220000267028809,-40.3901252746582,-0.002616430865600705
9.229999542236328,-40.77648162841797,-0.0025396922137588263
9.239999771118164,-40.61061477661133,-0.0023651805240660906
9.25,-41.934749603271484,-0.002190668834373355
9.260000228881836,-42.85380172729492,-0.0020161569118499756
9.270000457763672,-43.61326217651367,-0.0017645737389102578
9.279999732971191,-44.72132873535156,-0.0014155498938634992
9.289999961853027,-46.1312141418457,-0.0010665261652320623
9.300000190734863,-47.94953918457031,-0.0007175024366006255
9.3100004196167,-49.35395050048828,-0.0003684786497615278
9.319999694824219,-50.466129302978516,-0.000019454875655355863
9.329999923706055,-51.881282806396484,0.00032956889481283724
9.34000015258789,-53.705833435058594,0.0007562458631582558
9.350000381469727,-55.53038787841797,0.0012797815725207329
9.359999656677246,-57.82664489746094,0.001803317223675549
9.369999885559082,-60.62943649291992,0.002326852874830365
9.380000114440918,-63.36626434326172,0.002850388642400503
9.390000343322754,-66.18065643310547,0.003295855363830924
9.399999618530273,-69.939208984375,0.003566727042198181
9.40999984741211,-73.87290954589844,0.0036630036775022745
9.420000076293945,-77.30343627929688,0.0036630036775022745
9.430000305175781,-80.37200164794922,0.0036630036775022745
9.4399995803833,-83.86738586425781,0.0036630036775022745
9.449999809265137,-87.43355560302734,0.003741571446880698
9.460000038146973,-90.62933349609375,0.004073385149240494
9.470000267028809,-93.0673599243164,0.004596920683979988
9.479999542236328,-96.13592529296875,0.005120456218719482
9.489999771118164,-99.13977813720703,0.005565091967582703
9.5,-102.50675201416016,0.0059930989518761635
9.510000228881836,-106.49918365478516,0.006516634486615658
9.520000457763672,-111.30937194824219,0.007040170021355152
9.529999732971191,-115.63581085205078,0.007563706021755934
9.539999961853027,-120.06495666503906,0.008166558109223843
9.550000190734863,-124.72312927246094,0.008944004774093628
9.5600004196167,-129.6978759765625,0.009975528344511986
9.569999694824219,-135.08859252929688,0.011276676319539547
9.579999923706055,-141.74070739746094,0.012832068838179111
9.59000015258789,-148.12643432617188,0.014656919986009598
9.600000381469727,-154.5587615966797,0.016656365245580673
9.609999656677246,-161.66163635253906,0.01875050738453865
9.619999885559082,-170.203857421875,0.020844649523496628
9.630000114440918,-178.88162231445312,0.022938791662454605
9.640000343322754,-188.4075164794922,0.02503293752670288
9.649999618530273,-198.72389221191406,0.027207309380173683
9.65999984741211,-209.35679626464844,0.02963659167289734
9.670000076293945,-221.87986755371094,0.032575856894254684
9.680000305175781,-234.1575469970703,0.036213502287864685
9.6899995803833,-247.5190887451172,0.04063009098172188
9.699999809265137,-262.2817687988281,0.045516423881053925
9.710000038146973,-277.37579345703125,0.05040275678038597
9.720000267028809,-295.5602722167969,0.05496584251523018
9.729999542236328,-314.1913757324219,0.05883054435253143
9.739999771118164,-333.8793640136719,0.06191588565707207
9.75,-355.0685729980469,0.06445249915122986
9.760000228881836,-376.54852294921875,0.06754482537508011
9.770000457763672,-397.7451477050781,0.07227759808301926
9.779999732971191,-420.4452209472656,0.07860567420721054
9.789999961853027,-445.005859375,0.08566754311323166
9.800000190734863,-471.2893371582031,0.09208923578262329
9.8100004196167,-499.1552734375,0.09710268676280975
9.819999694824219,-529.8551635742188,0.10081233084201813
9.829999923706055,-562.0853271484375,0.10402420908212662
9.84000015258789,-594.9510498046875,0.10865979641675949
9.850000381469727,-627.6271362304688,0.11623106896877289
9.859999656677246,-661.4277954101562,0.1270483136177063
9.869999885559082,-698.9758911132812,0.13960278034210205
9.880000114440918,-739.1901245117188,0.1516028493642807
9.890000343322754,-781.5281982421875,0.161538228392601
9.899999618530273,-827.5567016601562,0.16910161077976227
9.90999984741211,-874.8413696289062,0.17498180270195007
9.920000076293945,-924.03271484375,0.1808769553899765
9.930000305175781,-975.1089477539062,0.18874678015708923
9.9399995803833,-1027.7718505859375,0.19882233440876007
9.949999809265137,-1081.3472900390625,0.20849297940731049
9.960000038146973,-1137.1494140625,0.21263745427131653
9.970000267028809,-1193.461669921875,0.2064860612154007
9.979999542236328,-1249.1585693359375,0.18819597363471985
9.989999771118164,-1303.1788330078125,0.16043362021446228
10,-1347.5487060546875,0.12936227023601532
10.010000228881836,-1384.898193359375,0.0999716967344284
10.020000457763672,-1414.1182861328125,0.07172446697950363
10.029999732971191,-1435.07568359375,0.039427630603313446
10.039999961853027,-1448.5111083984375,-0.0015377659583464265
10.050000190734863,-1449.0941162109375,-0.05037365481257439
10.0600004196167,-1439.0115966796875,-0.10044003278017044
10.069999694824219,-1417.784423828125,-0.14375647902488708
10.079999923706055,-1385.5313720703125,-0.1762619912624359
10.09000015258789,-1342.986083984375,-0.20002619922161102
10.100000381469727,-1293.5284423828125,-0.21969492733478546
